statement,label_name,display_label,target,fake_probability,predicted_target,predicted_label,confidence,correct,error_type,split
U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.,mostly-true,Real,0,0.7479757070541382,1,Fake,0.7479757070541382,False,false_positive_real_as_fake,test
"""Oil companies ...currently have 68-million acres that they're not using.""",false,Fake,1,0.2520674765110016,0,Real,0.7479325234889984,False,false_negative_fake_as_real,test
"""Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change.""",false,Fake,1,0.2523000240325928,0,Real,0.7476999759674072,False,false_negative_fake_as_real,test
I never lobbied under any circumstance for Freddie Mac.,half-true,Real,0,0.7475016713142395,1,Fake,0.7475016713142395,False,false_positive_real_as_fake,test
The climate-change agreement between the United States and China requires the Chinese to do nothing at all for 16 years.,barely-true,Fake,1,0.2530684769153595,0,Real,0.7469315230846405,False,false_negative_fake_as_real,test
"""McCain Trying to Have it Both Ways on Iraq""",barely-true,Fake,1,0.25335362553596497,0,Real,0.746646374464035,False,false_negative_fake_as_real,test
Eighty percent of Wall Street executives and their spouses donations go to Democrats.,false,Fake,1,0.25498059391975403,0,Real,0.745019406080246,False,false_negative_fake_as_real,test
"When you read the Koran, it talks about dont take Christians and Jews as your friends.",half-true,Real,0,0.744714617729187,1,Fake,0.744714617729187,False,false_positive_real_as_fake,test
Florida is investing record amounts of funding for HIV/AIDS prevention.,barely-true,Fake,1,0.25533509254455566,0,Real,0.7446649074554443,False,false_negative_fake_as_real,test
"""He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.""",true,Real,0,0.7443103194236755,1,Fake,0.7443103194236755,False,false_positive_real_as_fake,test
"As secretary of the Department of Energy under former President Bill Clinton, ""I created reserves of home heating oil.""",true,Real,0,0.7435747981071472,1,Fake,0.7435747981071472,False,false_positive_real_as_fake,test
"Studies have shown that in the absence of federal reproductive health funds, we are going to see the level of abortion in Georgia increase by about 44 percent.",half-true,Real,0,0.7432690262794495,1,Fake,0.7432690262794495,False,false_positive_real_as_fake,test
"In rural Virginia, Sen. Warner ran 8-10 points ahead of a traditional Democrat -- ahead of Senator Kaine, ahead of Governor McAuliffe.",false,Fake,1,0.2576044797897339,0,Real,0.7423955202102661,False,false_negative_fake_as_real,test
Says Connie Mack is protecting Chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.,half-true,Real,0,0.7421523928642273,1,Fake,0.7421523928642273,False,false_positive_real_as_fake,test
"Obama ""won health care for 150,000 people.""",true,Real,0,0.7411381006240845,1,Fake,0.7411381006240845,False,false_positive_real_as_fake,test
"A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.",false,Fake,1,0.2589089274406433,0,Real,0.7410910725593567,False,false_negative_fake_as_real,test
"John Holdren, director of the White House Office of Science and Technology Policy, has proposed forcing abortions and putting sterilants in the drinking water to control population.",pants-fire,Fake,1,0.26021695137023926,0,Real,0.7397830486297607,False,false_negative_fake_as_real,test
The fact is the Clinton Foundation has got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should.,false,Fake,1,0.26047149300575256,0,Real,0.7395285069942474,False,false_negative_fake_as_real,test
Says Texas Republican leaders have proposed laying off thousands of teachers.,barely-true,Fake,1,0.26240408420562744,0,Real,0.7375959157943726,False,false_negative_fake_as_real,test
"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",false,Fake,1,0.26496750116348267,0,Real,0.7350324988365173,False,false_negative_fake_as_real,test
"If the Trans-Pacific Partnership is fast-tracked through the Senate, it wont receive a committee assignment and the consideration will include no debate.",false,Fake,1,0.26527339220046997,0,Real,0.73472660779953,False,false_negative_fake_as_real,test
Nothing in the Constitution explicitly guarantees our right to vote.,true,Real,0,0.7343653440475464,1,Fake,0.7343653440475464,False,false_positive_real_as_fake,test
On whether people can keep their insurance under the Affordable Care Act.,half-true,Real,0,0.7340019345283508,1,Fake,0.7340019345283508,False,false_positive_real_as_fake,test
"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnsons Great Society.",false,Fake,1,0.2670974135398865,0,Real,0.7329025864601135,False,false_negative_fake_as_real,test
Were taxing our small businesses now at rates higher than corporations.,barely-true,Fake,1,0.26900944113731384,0,Real,0.7309905588626862,False,false_negative_fake_as_real,test
"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.",true,Real,0,0.7279098033905029,1,Fake,0.7279098033905029,False,false_positive_real_as_fake,test
Under Hillary Clintons plan illegal immigrants convicted of committing crimes get to stay.,half-true,Real,0,0.7254117131233215,1,Fake,0.7254117131233215,False,false_positive_real_as_fake,test
Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,false,Fake,1,0.27593839168548584,0,Real,0.7240616083145142,False,false_negative_fake_as_real,test
Says Gov. Scott Walkers proposed state budget contained 110 pages of errors -- an unusually high number -- and millions of dollars worth of mistakes that were corrected with a follow-up document.,mostly-true,Real,0,0.7239962220191956,1,Fake,0.7239962220191956,False,false_positive_real_as_fake,test
"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",mostly-true,Real,0,0.7220181822776794,1,Fake,0.7220181822776794,False,false_positive_real_as_fake,test
"In New Mexico, Democratic gubernatorial candidate Diane Denish spent federal stimulus funds on campaign Christmas cards.",half-true,Real,0,0.7218686938285828,1,Fake,0.7218686938285828,False,false_positive_real_as_fake,test
Says he never wanted to raise the debt ceiling.,barely-true,Fake,1,0.27838218212127686,0,Real,0.7216178178787231,False,false_negative_fake_as_real,test
Rebuilding three high schools will benefit 40 percent of Portland Public School students.,pants-fire,Fake,1,0.2793952226638794,0,Real,0.7206047773361206,False,false_negative_fake_as_real,test
Miami-Dade County is the No. 1 donor county in the state.,barely-true,Fake,1,0.2794685661792755,0,Real,0.7205314338207245,False,false_negative_fake_as_real,test
"In the U.S. Constitution, theres a little section in there that talks about life, liberty and the pursuit of happiness.",false,Fake,1,0.27980154752731323,0,Real,0.7201984524726868,False,false_negative_fake_as_real,test
U.S. Senate candidate Jack Kingston voted for the Cash for Clunkers program.,half-true,Real,0,0.7178393006324768,1,Fake,0.7178393006324768,False,false_positive_real_as_fake,test
Its been since 1888 that a Senate of a different party than the president in the White House confirmed a Supreme Court nominee.,false,Fake,1,0.2822715640068054,0,Real,0.7177284359931946,False,false_negative_fake_as_real,test
North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,true,Real,0,0.7161871194839478,1,Fake,0.7161871194839478,False,false_positive_real_as_fake,test
Says the Nike bill is not a tax break ... this does not lower the taxes that Nike will pay nor does it prevent the Legislature from raising those taxes in the future.,mostly-true,Real,0,0.7160906195640564,1,Fake,0.7160906195640564,False,false_positive_real_as_fake,test
Barack Obama has provided guns to Mexican drug cartels.,half-true,Real,0,0.7151255011558533,1,Fake,0.7151255011558533,False,false_positive_real_as_fake,test
"Over 10 years, (extending tax cuts for the wealthy) would add less to the deficit than Obama added with the stimulus in one year.",barely-true,Fake,1,0.2865987718105316,0,Real,0.7134012281894684,False,false_negative_fake_as_real,test
Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,mostly-true,Real,0,0.7131903767585754,1,Fake,0.7131903767585754,False,false_positive_real_as_fake,test
"""Ronald Reagan faced an even worse recession"" than the current one.",false,Fake,1,0.2868914008140564,0,Real,0.7131085991859436,False,false_negative_fake_as_real,test
Says 95 percent of people caught crossing the U.S.-Mexico border said in a survey we are coming because weve been promised amnesty.,half-true,Real,0,0.712009072303772,1,Fake,0.712009072303772,False,false_positive_real_as_fake,test
"The Keystone pipeline creates 35 permanent jobs after construction, according to a government report.",true,Real,0,0.7113364934921265,1,Fake,0.7113364934921265,False,false_positive_real_as_fake,test
"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the programs cost, while one-third are elderly, and they account for two-thirds of the cost.",barely-true,Fake,1,0.2894043028354645,0,Real,0.7105956971645355,False,false_negative_fake_as_real,test
I turned a $110 million deficit into a $1.6 million surplus for our city.,barely-true,Fake,1,0.2896636724472046,0,Real,0.7103363275527954,False,false_negative_fake_as_real,test
"The Manchin-Toomey amendment would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members to get government approval.",barely-true,Fake,1,0.28997936844825745,0,Real,0.7100206315517426,False,false_negative_fake_as_real,test
Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to twist [legislators] arms to vote for deals like this.,barely-true,Fake,1,0.28998175263404846,0,Real,0.7100182473659515,False,false_negative_fake_as_real,test
The war spending bill actually spends more money on the International Monetary Fund than on the war.,barely-true,Fake,1,0.29051822423934937,0,Real,0.7094817757606506,False,false_negative_fake_as_real,test
...Secret documents reveal that Iran could obtain a nuclear weapon far sooner than we were told. And Tammy Duckworth voted yes (on the Iran nuclear deal).,barely-true,Fake,1,0.29101312160491943,0,Real,0.7089868783950806,False,false_negative_fake_as_real,test
"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).",false,Fake,1,0.29121166467666626,0,Real,0.7087883353233337,False,false_negative_fake_as_real,test
John McCain has changed position on invading Iraq.,barely-true,Fake,1,0.2927686870098114,0,Real,0.7072313129901886,False,false_negative_fake_as_real,test
"All of Floridas four-year state colleges now offer bachelors degrees for only $10,000.",barely-true,Fake,1,0.29291805624961853,0,Real,0.7070819437503815,False,false_negative_fake_as_real,test
Federal spending on entitlements is projected to consume all revenue by 2045.,mostly-true,Real,0,0.7067944407463074,1,Fake,0.7067944407463074,False,false_positive_real_as_fake,test
When undocumented children are picked up at the border and told to appear later in court ... 90 percent do not then show up.,false,Fake,1,0.2933264672756195,0,Real,0.7066735327243805,False,false_negative_fake_as_real,test
Says Barack Obamas comments indicate he believes in redistribution of wealth.,mostly-true,Real,0,0.7040155529975891,1,Fake,0.7040155529975891,False,false_positive_real_as_fake,test
If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,false,Fake,1,0.29706332087516785,0,Real,0.7029366791248322,False,false_negative_fake_as_real,test
"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",false,Fake,1,0.29900550842285156,0,Real,0.7009944915771484,False,false_negative_fake_as_real,test
We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.,half-true,Real,0,0.6994448304176331,1,Fake,0.6994448304176331,False,false_positive_real_as_fake,test
The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.,false,Fake,1,0.30116045475006104,0,Real,0.698839545249939,False,false_negative_fake_as_real,test
"McCain is ""raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",true,Real,0,0.6974618434906006,1,Fake,0.6974618434906006,False,false_positive_real_as_fake,test
Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,pants-fire,Fake,1,0.30259570479393005,0,Real,0.69740429520607,False,false_negative_fake_as_real,test
Florida Democrats just voted to impose Sharia law on women.,pants-fire,Fake,1,0.3032339811325073,0,Real,0.6967660188674927,False,false_negative_fake_as_real,test
Democrats in Congress had control since January of 2007. They haven't passed a law making waterboarding illegal. They haven't gone into any of these things and changed law.,barely-true,Fake,1,0.30449730157852173,0,Real,0.6955026984214783,False,false_negative_fake_as_real,test
Says Mitt Romney supports cap and trade.,false,Fake,1,0.3049584925174713,0,Real,0.6950415074825287,False,false_negative_fake_as_real,test
Her campaign and her supporters in her campaign were the ones that borne out the birther movement.,half-true,Real,0,0.6940538883209229,1,Fake,0.6940538883209229,False,false_positive_real_as_fake,test
There never really was a Hastert Rule.,half-true,Real,0,0.6939120292663574,1,Fake,0.6939120292663574,False,false_positive_real_as_fake,test
"In the 2014 election, 80 percentofpoor people did not vote.",mostly-true,Real,0,0.6930795311927795,1,Fake,0.6930795311927795,False,false_positive_real_as_fake,test
"Says Adam Hasner gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.",barely-true,Fake,1,0.3074053227901459,0,Real,0.6925946772098541,False,false_negative_fake_as_real,test
Says the NAACPs Ohio chapter has endorsed Issue 2.,barely-true,Fake,1,0.3077737092971802,0,Real,0.6922262907028198,False,false_negative_fake_as_real,test
At least a quarter of those apprehended at the border have criminal records.,false,Fake,1,0.3077850043773651,0,Real,0.6922149956226349,False,false_negative_fake_as_real,test
"If the General Assembly does not address the states structural deficit, more than 23,000 education professionals will be immediately yanked out of Pennsylvania schools.",barely-true,Fake,1,0.3095393776893616,0,Real,0.6904606223106384,False,false_negative_fake_as_real,test
Says the success of his economic agenda is supported by the fact we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.,barely-true,Fake,1,0.31057024002075195,0,Real,0.689429759979248,False,false_negative_fake_as_real,test
The Wisconsin Economic Development Corporation is a proven job creator.,half-true,Real,0,0.6880368590354919,1,Fake,0.6880368590354919,False,false_positive_real_as_fake,test
On subsidies for ethanol production.,false,Fake,1,0.3130444288253784,0,Real,0.6869555711746216,False,false_negative_fake_as_real,test
"""Barack Obama and Hillary Clinton have changed their positions (on the Iraq war withdrawal) to follow Chris Dodd.""",half-true,Real,0,0.6857455968856812,1,Fake,0.6857455968856812,False,false_positive_real_as_fake,test
The U.S. Supreme Court struck down Wisconsins photo ID election law,false,Fake,1,0.3161316514015198,0,Real,0.6838683485984802,False,false_negative_fake_as_real,test
Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,false,Fake,1,0.31791213154792786,0,Real,0.6820878684520721,False,false_negative_fake_as_real,test
"In the early 1980s, Sen. Edward Kennedy secretly offered to help Soviet leaders counter the Reagan administrations position on nuclear disarmament.",barely-true,Fake,1,0.3186229467391968,0,Real,0.6813770532608032,False,false_negative_fake_as_real,test
Says U.S. Senate opponent Tommy Thompson favors raising taxes on small businesses.,barely-true,Fake,1,0.3190232813358307,0,Real,0.6809767186641693,False,false_negative_fake_as_real,test
"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.",pants-fire,Fake,1,0.3205922842025757,0,Real,0.6794077157974243,False,false_negative_fake_as_real,test
"Says opponent U.S. Rep. Gwen Moore is Wisconsins most absent member of Congress, missing nearly 17 percent of the House votes in the second quarter of 2012.",mostly-true,Real,0,0.6786508560180664,1,Fake,0.6786508560180664,False,false_positive_real_as_fake,test
Says (Clinton) called President Assad a reformer. She called Assad a different kind of leader.,half-true,Real,0,0.6767094135284424,1,Fake,0.6767094135284424,False,false_positive_real_as_fake,test
"Before World War II, very few people actually had health insurance.",true,Real,0,0.6764221787452698,1,Fake,0.6764221787452698,False,false_positive_real_as_fake,test
"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come.",mostly-true,Real,0,0.6741467714309692,1,Fake,0.6741467714309692,False,false_positive_real_as_fake,test
"The United States spends $2.2 billion on free cell phones, $27 million on Moroccan pottery classes and pays for the travel expenses for the watermelon queen in Alabama.",half-true,Real,0,0.6716421842575073,1,Fake,0.6716421842575073,False,false_positive_real_as_fake,test
Says Marco Rubio knows full well I voted for his amendment to increase military spending to $697 billion.,true,Real,0,0.6714599132537842,1,Fake,0.6714599132537842,False,false_positive_real_as_fake,test
Says delegates cant legally change the Republican National Convention rules to prevent Donald Trumps nomination.,barely-true,Fake,1,0.3286634385585785,0,Real,0.6713365614414215,False,false_negative_fake_as_real,test
Says Ron Johnson helped companies ship jobs overseas.,false,Fake,1,0.3293865919113159,0,Real,0.6706134080886841,False,false_negative_fake_as_real,test
Ohioans want an end to pay-to-play politics.,false,Fake,1,0.33051052689552307,0,Real,0.6694894731044769,False,false_negative_fake_as_real,test
"Thanks to (North Carolinas) governor and the legislature, the average teachersalary can barely support a family.",barely-true,Fake,1,0.3313637375831604,0,Real,0.6686362624168396,False,false_negative_fake_as_real,test
Says Mitt Romney belittled middle-class tax cuts as nothing more than little Band-Aids.,barely-true,Fake,1,0.3323572278022766,0,Real,0.6676427721977234,False,false_negative_fake_as_real,test
Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,mostly-true,Real,0,0.6668986082077026,1,Fake,0.6668986082077026,False,false_positive_real_as_fake,test
Says Virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,false,Fake,1,0.3341512680053711,0,Real,0.6658487319946289,False,false_negative_fake_as_real,test
"Greg Abbott activated the state guard to monitor Jade Helm 15 in case the troops try to impose martial law, disarm innocent Texans, and detain them in tunnels beneath closed Walmart stores.",half-true,Real,0,0.6655563116073608,1,Fake,0.6655563116073608,False,false_positive_real_as_fake,test
"Rand Paul wants to end all federal faith-based initiatives, and even end the deduction for religious charities.",mostly-true,Real,0,0.6652615070343018,1,Fake,0.6652615070343018,False,false_positive_real_as_fake,test
Says Marco Rubio said Social Security and Medicare haveweakened us as a people.,mostly-true,Real,0,0.6651995778083801,1,Fake,0.6651995778083801,False,false_positive_real_as_fake,test
"Under conservative leadership, Congress has reduced the federal deficit by 60 percent nearly $800 billion.",barely-true,Fake,1,0.33546677231788635,0,Real,0.6645332276821136,False,false_negative_fake_as_real,test
Says the cascading effects of climate change contributed to the rise of ISIS.,mostly-true,Real,0,0.6642330288887024,1,Fake,0.6642330288887024,False,false_positive_real_as_fake,test
Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,barely-true,Fake,1,0.33633095026016235,0,Real,0.6636690497398376,False,false_negative_fake_as_real,test
"When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.",true,Real,0,0.6626931428909302,1,Fake,0.6626931428909302,False,false_positive_real_as_fake,test
"""I did very well with young people in Ohio, Massachusetts, California.""",half-true,Real,0,0.6621931791305542,1,Fake,0.6621931791305542,False,false_positive_real_as_fake,test
The (Russian) ruble is already going down.,mostly-true,Real,0,0.6620463728904724,1,Fake,0.6620463728904724,False,false_positive_real_as_fake,test
The state is able to sharply curtail contract bargaining rights for state employee unions.,mostly-true,Real,0,0.660724937915802,1,Fake,0.660724937915802,False,false_positive_real_as_fake,test
"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",true,Real,0,0.6596361994743347,1,Fake,0.6596361994743347,False,false_positive_real_as_fake,test
"Says Chris Christies plan to kick-start our economy is to propose an income tax cut that disproportionately benefits the wealthy, and...hes still proposing it.",pants-fire,Fake,1,0.34102821350097656,0,Real,0.6589717864990234,False,false_negative_fake_as_real,test
"Tampa got more (federal housing) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.",barely-true,Fake,1,0.3411067724227905,0,Real,0.6588932275772095,False,false_negative_fake_as_real,test
Says Larry Taylor gave in-state tuition to illegal immigrants.,pants-fire,Fake,1,0.3414261043071747,0,Real,0.6585738956928253,False,false_negative_fake_as_real,test
Says Charlie Crist voted against raising the minimum wage.,half-true,Real,0,0.6582358479499817,1,Fake,0.6582358479499817,False,false_positive_real_as_fake,test
Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.,pants-fire,Fake,1,0.34214040637016296,0,Real,0.657859593629837,False,false_negative_fake_as_real,test
"During Obamas first five years as president, black unemployment increased 42 percent. During Reagans presidency, black unemployment dropped 20 percent.",pants-fire,Fake,1,0.34254947304725647,0,Real,0.6574505269527435,False,false_negative_fake_as_real,test
Putting three Republicans in my Cabinet...is unprecedented.,true,Real,0,0.6570461392402649,1,Fake,0.6570461392402649,False,false_positive_real_as_fake,test
Says Donald Trumpsfoundation took money other people gave to his charity and then bought a six-foot-tall painting of himself.,true,Real,0,0.6567626595497131,1,Fake,0.6567626595497131,False,false_positive_real_as_fake,test
The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,true,Real,0,0.6567580699920654,1,Fake,0.6567580699920654,False,false_positive_real_as_fake,test
"When he worked for ATT, he ""was responsible for large parts in a $5 billion organization.""",false,Fake,1,0.344436913728714,0,Real,0.655563086271286,False,false_negative_fake_as_real,test
The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,false,Fake,1,0.3463468551635742,0,Real,0.6536531448364258,False,false_negative_fake_as_real,test
The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.,false,Fake,1,0.34653428196907043,0,Real,0.6534657180309296,False,false_negative_fake_as_real,test
"Says I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf.",half-true,Real,0,0.6529298424720764,1,Fake,0.6529298424720764,False,false_positive_real_as_fake,test
"In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.",false,Fake,1,0.3473249673843384,0,Real,0.6526750326156616,False,false_negative_fake_as_real,test
The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.,pants-fire,Fake,1,0.3478916883468628,0,Real,0.6521083116531372,False,false_negative_fake_as_real,test
The tax burden on Virginia families was lower under Tim Kaine than under George Allen.,barely-true,Fake,1,0.3493446111679077,0,Real,0.6506553888320923,False,false_negative_fake_as_real,test
"""Each year, 18,000 people die in America because they don't have health care.""",true,Real,0,0.6495622396469116,1,Fake,0.6495622396469116,False,false_positive_real_as_fake,test
Every (U.S. Supreme Court) nominee since 1875 has received a nomination hearing.,barely-true,Fake,1,0.3504466116428375,0,Real,0.6495533883571625,False,false_negative_fake_as_real,test
The Texas Senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through Obamacare that includes the letter S for subsidy.,barely-true,Fake,1,0.3504714071750641,0,Real,0.6495285928249359,False,false_negative_fake_as_real,test
The U.S. doesnt make television sets anymore.,true,Real,0,0.6492905616760254,1,Fake,0.6492905616760254,False,false_positive_real_as_fake,test
Says If you compare the Portland Metro area to the CDCs statewide cavity rates ... the Portland Metro area would actually rank as having the 15th lowest cavity rate in the U.S.,false,Fake,1,0.3507646322250366,0,Real,0.6492353677749634,False,false_negative_fake_as_real,test
"""The House has never failed to pass a budget in the modern era.""",true,Real,0,0.6488389372825623,1,Fake,0.6488389372825623,False,false_positive_real_as_fake,test
"Alabamas Crimson Tide will be the underdog in Saturdays game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win.",mostly-true,Real,0,0.648536205291748,1,Fake,0.648536205291748,False,false_positive_real_as_fake,test
America is No. 1 in wind power.,mostly-true,Real,0,0.6478309035301208,1,Fake,0.6478309035301208,False,false_positive_real_as_fake,test
"Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight.",false,Fake,1,0.35280442237854004,0,Real,0.64719557762146,False,false_negative_fake_as_real,test
Says Bill and Hillary Clinton attended Donald Trumps last wedding.,true,Real,0,0.6463276743888855,1,Fake,0.6463276743888855,False,false_positive_real_as_fake,test
All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.,true,Real,0,0.6455355286598206,1,Fake,0.6455355286598206,False,false_positive_real_as_fake,test
Jebs policies in Florida helped lead to its almost total collapse.,barely-true,Fake,1,0.3548305332660675,0,Real,0.6451694667339325,False,false_negative_fake_as_real,test
Says Sen. Mitch McConnell is the No. 1 recipient of contributions from lobbyists this cycle.,true,Real,0,0.6441704034805298,1,Fake,0.6441704034805298,False,false_positive_real_as_fake,test
"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",true,Real,0,0.6437312960624695,1,Fake,0.6437312960624695,False,false_positive_real_as_fake,test
Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.,false,Fake,1,0.35702842473983765,0,Real,0.6429715752601624,False,false_negative_fake_as_real,test
On the National Animal Identification System.,half-true,Real,0,0.6427057385444641,1,Fake,0.6427057385444641,False,false_positive_real_as_fake,test
President Obama has the lowest public approval ratings of any president in modern times.,pants-fire,Fake,1,0.3606297969818115,0,Real,0.6393702030181885,False,false_negative_fake_as_real,test
Says a prank phone call caused 400 children to be taken from their parents... without warrant.,half-true,Real,0,0.6391412019729614,1,Fake,0.6391412019729614,False,false_positive_real_as_fake,test
Says opponent Beto ORourke wants to legalize drugs.,half-true,Real,0,0.638820230960846,1,Fake,0.638820230960846,False,false_positive_real_as_fake,test
Says under President Barack Obama theres been the lowest discretionary spending weve had in decades in the United States.,false,Fake,1,0.3613082468509674,0,Real,0.6386917531490326,False,false_negative_fake_as_real,test
Republicans dont think its a good idea to make the child care tax credit stronger.,barely-true,Fake,1,0.3631550371646881,0,Real,0.6368449628353119,False,false_negative_fake_as_real,test
I wake up every morning in a house (the White House) that was built by slaves.,true,Real,0,0.635056734085083,1,Fake,0.635056734085083,False,false_positive_real_as_fake,test
Says President Barack Obamas approval rating gained 3 points in the last couple months.,mostly-true,Real,0,0.6350263357162476,1,Fake,0.6350263357162476,False,false_positive_real_as_fake,test
My supporters arent special interest groups in Madison and Milwaukee.,mostly-true,Real,0,0.6342616081237793,1,Fake,0.6342616081237793,False,false_positive_real_as_fake,test
"170,000 of the jobs created in Texas under Gov. Rick Perry were government jobs.",half-true,Real,0,0.6329929828643799,1,Fake,0.6329929828643799,False,false_positive_real_as_fake,test
Emory University students were provided counseling after someone wrote Trump 2016 in chalk on campus.,barely-true,Fake,1,0.36894336342811584,0,Real,0.6310566365718842,False,false_negative_fake_as_real,test
On the Troubled Asset Relief Program (TARP),true,Real,0,0.6302977204322815,1,Fake,0.6302977204322815,False,false_positive_real_as_fake,test
The U.S. ranks 37th in the world for health care.,mostly-true,Real,0,0.63005131483078,1,Fake,0.63005131483078,False,false_positive_real_as_fake,test
Four members of the Rhode Island General Assembly went to vote in 2010 and were told they had already voted.,false,Fake,1,0.3710760176181793,0,Real,0.6289239823818207,False,false_negative_fake_as_real,test
"""My grandfather came home from ... (World War II) exhausted from the burdens he had borne, and died the next day.""",true,Real,0,0.628470242023468,1,Fake,0.628470242023468,False,false_positive_real_as_fake,test
Many of the founding fathers were very actively involved in cockfighting.,false,Fake,1,0.371772438287735,0,Real,0.628227561712265,False,false_negative_fake_as_real,test
Says Bill Nelson voted 98 percent of the time with Barack Obama.,mostly-true,Real,0,0.6273161172866821,1,Fake,0.6273161172866821,False,false_positive_real_as_fake,test
Sixty percent of the Hispanics support the Arizona immigration law,pants-fire,Fake,1,0.37425944209098816,0,Real,0.6257405579090118,False,false_negative_fake_as_real,test
Jane Norton supported the largest tax hike in Colorado history.,half-true,Real,0,0.624655544757843,1,Fake,0.624655544757843,False,false_positive_real_as_fake,test
Says Rick Santorum opposes right-to-work,half-true,Real,0,0.6235896944999695,1,Fake,0.6235896944999695,False,false_positive_real_as_fake,test
"Says Thomas Jefferson said, You might be able to fool the people for awhile, and they may go astray, but sooner or later the American people are going to wake up and they will correct the course.",half-true,Real,0,0.623570442199707,1,Fake,0.623570442199707,False,false_positive_real_as_fake,test
The Senate health care bill does not contain limits on medical malpractice lawsuits.,true,Real,0,0.621070921421051,1,Fake,0.621070921421051,False,false_positive_real_as_fake,test
Says the American public overwhelmingly opposed Democratic-steered health care plan.,half-true,Real,0,0.6210110783576965,1,Fake,0.6210110783576965,False,false_positive_real_as_fake,test
"Bill Nelson voted to confirm Sonia Sotomayor, who signed a Supreme Court opinion saying Americans do not have an individual right to own firearms.",mostly-true,Real,0,0.6206052303314209,1,Fake,0.6206052303314209,False,false_positive_real_as_fake,test
Obamacare was the Republican plan in the early 90s.,half-true,Real,0,0.6170881390571594,1,Fake,0.6170881390571594,False,false_positive_real_as_fake,test
"""George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' """,true,Real,0,0.6164757013320923,1,Fake,0.6164757013320923,False,false_positive_real_as_fake,test
